,name,company,year,Price,kms_driven,fuel_type
501,A6 2.0 TDI,Audi,2004,208080,55314,CNG
502,Beat LS,Chevrolet,2009,1187637,60480,Diesel
503,Endeavour 3.2,Ford,2004,160785,147379,CNG
504,Safari Dicor,Tata,2007,1199973,36203,LPG
505,Harrier XZ,Tata,2002,81889,44465,LPG
507,Etios Liva,Toyota,2006,971387,45807,CNG
509,X1 sDrive,BMW,2018,1280855,57293,Diesel
511,Suzuki Ertiga,Maruti,2019,660974,10259,CNG
512,Yaris J,Toyota,2022,434420,78964,LPG
513,Suzuki Swift,Maruti,2012,373662,59135,CNG
514,Polo Highline,Volkswagen,2007,1208634,105602,LPG
515,Sail 1.2,Chevrolet,2003,188740,127403,Diesel
516,X1 sDrive,BMW,2014,579845,37410,Diesel
517,Nexon XZ,Tata,2005,297165,111676,CNG
518,Captur RXL,Renault,2013,1268825,118928,Diesel
519,EcoSport Titanium,Ford,2001,692702,6625,Diesel
520,Spark 1.0,Chevrolet,2019,1351244,38515,Diesel
521,Bolero Power,Mahindra,2012,1452219,57100,LPG
522,X1 sDrive,BMW,2012,1112463,3938,LPG
523,Duster 110 PS,Renault,2005,784147,128593,CNG
524,Yeti Plus,Skoda,2006,469991,39952,LPG
525,Grand i10,Hyundai,2008,959078,109956,LPG
526,X1 sDrive,BMW,2017,1136005,109708,CNG
527,Beat LS,Chevrolet,2018,1864419,40197,LPG
528,Ikon 1.3,Ford,2020,516333,124730,Petrol
529,Kicks XL,Nissan,2007,826091,133491,Diesel
530,Harrier XZ,Tata,2011,206895,5618,Petrol
531,Kicks XL,Nissan,2001,735213,136053,Petrol
532,Suzuki Wagon R,Maruti,2008,405616,101753,Petrol
533,Suzuki Vitara Brezza,Maruti,2002,512240,148620,Diesel
534,Suzuki Vitara Brezza,Maruti,2008,964830,61962,Diesel
535,Polo Highline,Volkswagen,2011,819306,35034,CNG
536,Micra XL,Nissan,2007,976650,38631,Petrol
537,Corolla Altis,Toyota,2019,575680,34058,CNG
538,Kwid RXT,Renault,2013,693919,132610,Diesel
539,Figo Aspire,Ford,2005,656108,76751,LPG
540,Safari Dicor,Tata,2009,757208,85571,LPG
541,X5 xDrive,BMW,2008,120677,9980,CNG
542,Duster 110 PS,Renault,2016,1000657,141703,CNG
543,Verna 1.6,Hyundai,2007,1008206,22697,LPG
544,S Class S350,Mercedes,2015,590901,18206,Petrol
545,Suzuki Alto 800,Maruti,2022,145156,109729,LPG
546,i20 Asta,Hyundai,2007,468234,791,Diesel
547,Safari Dicor,Tata,2014,969578,8557,LPG
548,E Class E220,Mercedes,2001,283454,23462,LPG
549,E Class E220,Mercedes,2013,980512,144232,CNG
551,Kwid RXT,Renault,2012,329631,48041,CNG
552,Suzuki Swift,Maruti,2022,1358547,66884,Diesel
553,3 Series 320d,BMW,2017,418535,132180,Diesel
554,X1 sDrive,BMW,2021,507162,118905,CNG
555,Terrano XL,Nissan,2003,123085,50100,Petrol
556,Rapid 1.6,Skoda,2013,381403,39686,Diesel
557,Suzuki Vitara Brezza,Maruti,2013,593844,132767,CNG
558,Jazz V,Honda,2014,817515,79491,Diesel
559,E Class E220,Mercedes,2004,342467,22294,Diesel
560,Yaris J,Toyota,2020,2097157,92647,CNG
561,Nexon XZ,Tata,2004,135309,127596,LPG
562,Micra XL,Nissan,2007,473180,56845,Diesel
563,Q3 2.0 TDI,Audi,2011,100457,100046,Diesel
564,X5 xDrive,BMW,2009,310852,55406,LPG
565,Suzuki Wagon R,Maruti,2017,1811320,77817,CNG
566,Nano GenX,Tata,2022,1561149,10309,Diesel
567,Bolero Power,Mahindra,2019,1018502,71809,LPG
568,Suzuki Vitara Brezza,Maruti,2012,1404073,109402,Diesel
569,C Class C220,Mercedes,2023,625477,63875,LPG
570,3 Series 320d,BMW,2019,1681902,66245,CNG
571,3 Series 320d,BMW,2018,1937287,109349,Petrol
572,Safari Dicor,Tata,2011,1052601,27422,LPG
573,Jetta 2.0,Volkswagen,2015,122317,23799,LPG
574,Suzuki Vitara Brezza,Maruti,2008,96929,114199,CNG
575,Etios Liva,Toyota,2003,645762,79217,Petrol
576,Endeavour 3.2,Ford,2002,373697,74692,CNG
577,A3 35 TFSI,Audi,2001,136219,38160,CNG
578,X5 xDrive,BMW,2001,383941,136265,LPG
579,5 Series 520d,BMW,2020,750661,89447,Diesel
580,Superb L&K,Skoda,2004,789812,78457,CNG
581,Ameo 1.5,Volkswagen,2020,1879401,127519,Diesel
582,Tiago Revotorq,Tata,2007,674065,85588,CNG
583,Micra XL,Nissan,2017,356791,57784,CNG
584,Indica V2,Tata,2014,165363,15031,Diesel
585,EcoSport Titanium,Ford,2017,187613,11807,Diesel
586,X1 sDrive,BMW,2005,144198,124848,Petrol
587,Captur RXL,Renault,2006,435553,54894,Petrol
588,Grand i10,Hyundai,2017,1011460,17167,Diesel
590,Scorpio S10,Mahindra,2006,500449,114566,Diesel
591,Spark 1.0,Chevrolet,2020,914503,134552,LPG
592,Harrier XZ,Tata,2006,728310,125213,Diesel
593,Figo Aspire,Ford,2023,1737815,45662,CNG
594,5 Series 520d,BMW,2012,542799,23035,Petrol
595,Scorpio S10,Mahindra,2020,938166,139210,Petrol
596,X1 sDrive,BMW,2014,697445,41409,CNG
597,3 Series 320d,BMW,2001,457532,30889,LPG
598,Suzuki Wagon R,Maruti,2016,619577,69762,Petrol
599,A4 2.0 TDI,Audi,2006,902248,43805,CNG
600,Bolero Power,Mahindra,2010,608436,47035,CNG
601,Civic 1.8V,Honda,2020,571091,143312,LPG
602,Sunny XV,Nissan,2013,563209,51447,Petrol
603,Rapid 1.6,Skoda,2022,209598,127549,Petrol
604,Indica V2,Tata,2001,565289,26085,Petrol
605,Superb L&K,Skoda,2017,201018,61728,Diesel
606,Terrano XL,Nissan,2012,1338195,142054,Petrol
608,Fortuner 3.0,Toyota,2023,1183884,92251,CNG
610,Lodgy 85 PS,Renault,2003,838847,35937,Petrol
611,KUV100,Mahindra,2017,1434759,70646,CNG
612,X1 sDrive,BMW,2010,109976,27611,Diesel
613,Fiesta EXI,Ford,2017,801753,113351,Petrol
614,Polo Highline,Volkswagen,2003,510491,44230,LPG
615,Lodgy 85 PS,Renault,2015,628682,46311,Diesel
616,3 Series 320d,BMW,2011,717125,146545,Petrol
617,X5 xDrive,BMW,2019,1082982,2117,CNG
618,Jeep CL550,Mahindra,2003,84369,79489,CNG
619,Fortuner 3.0,Toyota,2018,379587,98625,Diesel
620,X1 sDrive,BMW,2014,914247,24745,Petrol
621,Suzuki Wagon R,Maruti,2019,1128350,142100,CNG
622,Sail 1.2,Chevrolet,2006,1105699,114405,Petrol
623,Suzuki Baleno,Maruti,2020,1591246,116057,Petrol
624,Captur RXL,Renault,2012,420596,116599,Petrol
625,Kwid RXT,Renault,2023,1192362,18732,Petrol
626,Santro Xing,Hyundai,2019,1619606,130686,Petrol
627,A6 2.0 TDI,Audi,2013,1672282,47792,Diesel
628,Kicks XL,Nissan,2012,655309,132090,Diesel
629,Creta 1.6,Hyundai,2020,1507869,18828,CNG
630,Lodgy 85 PS,Renault,2003,319332,117770,Diesel
631,Kicks XL,Nissan,2012,342838,86006,Diesel
632,Micra XL,Nissan,2008,393164,63009,Petrol
635,Cruze VCDi,Chevrolet,2022,646484,112487,LPG
636,Yeti Plus,Skoda,2017,446113,133691,LPG
637,i20 Asta,Hyundai,2022,1356299,32093,CNG
638,GLA Class 200,Mercedes,2002,294273,129212,Petrol
639,Yaris J,Toyota,2021,366829,3552,LPG
640,Etios Liva,Toyota,2009,722583,115643,Petrol
641,Figo Aspire,Ford,2013,672419,88290,CNG
642,Duster 110 PS,Renault,2001,811041,127171,CNG
643,GLA Class 200,Mercedes,2004,49989,17995,Diesel
644,Vento 1.5,Volkswagen,2010,1147346,74621,Diesel
645,CR-V 2.4,Honda,2021,981579,16787,Petrol
646,Jeep CL550,Mahindra,2003,629565,20923,Petrol
647,A4 2.0 TDI,Audi,2005,717304,48706,CNG
648,Elantra,Hyundai,2008,794115,436,LPG
649,Fabia 1.2L,Skoda,2004,601282,86090,Diesel
650,Polo Highline,Volkswagen,2019,488750,92301,Diesel
651,Suzuki Swift,Maruti,2008,623553,102094,CNG
652,Harrier XZ,Tata,2011,1411057,83466,Diesel
653,Q3 2.0 TDI,Audi,2007,158433,8259,CNG
654,Tiago Revotorq,Tata,2008,488172,92409,CNG
655,A3 35 TFSI,Audi,2013,675063,39082,Diesel
656,Suzuki Swift,Maruti,2011,1463420,60983,Petrol
657,E Class E220,Mercedes,2019,2113668,1004,CNG
658,A3 35 TFSI,Audi,2006,149166,52579,Diesel
659,Superb L&K,Skoda,2022,1566945,99181,Diesel
660,Duster 110 PS,Renault,2004,191451,52620,LPG
661,Grand i10,Hyundai,2019,802684,106440,LPG
662,Safari Dicor,Tata,2018,1578732,89924,Petrol
663,Terrano XL,Nissan,2008,193415,120193,LPG
664,Elantra,Hyundai,2013,1117366,26694,Diesel
665,Superb L&K,Skoda,2003,498767,100629,LPG
666,Sail 1.2,Chevrolet,2003,247050,41772,Diesel
667,XUV500 W8,Mahindra,2016,757631,131644,CNG
668,Santro Xing,Hyundai,2017,1689395,100571,LPG
669,Rapid 1.6,Skoda,2016,451749,14764,CNG
670,i20 Asta,Hyundai,2007,957529,125635,CNG
671,Suzuki Wagon R,Maruti,2019,1315142,108258,LPG
672,Sail 1.2,Chevrolet,2018,294541,139454,CNG
673,KUV100,Mahindra,2023,1046212,60637,CNG
674,EcoSport Titanium,Ford,2011,335784,111768,Petrol
675,S Class S350,Mercedes,2017,1791681,77067,CNG
676,Grand i10,Hyundai,2022,2222477,94307,LPG
677,Thar CRDe,Mahindra,2015,906645,58231,LPG
678,Jazz V,Honda,2005,551973,131966,Diesel
679,Creta 1.6,Hyundai,2013,348960,143532,CNG
680,Tiago Revotorq,Tata,2016,727560,42850,CNG
681,Figo Aspire,Ford,2002,523853,122428,Diesel
682,3 Series 320d,BMW,2007,879978,147952,Petrol
683,Terrano XL,Nissan,2019,1755057,141423,CNG
684,Figo Aspire,Ford,2018,948301,116778,LPG
685,A4 2.0 TDI,Audi,2000,77260,19574,Petrol
686,Tiago Revotorq,Tata,2022,270275,40989,Diesel
687,3 Series 320d,BMW,2014,857020,79035,LPG
688,A3 35 TFSI,Audi,2016,119977,97657,Diesel
689,Kwid RXT,Renault,2013,1303595,93632,Petrol
690,E Class E220,Mercedes,2007,236960,62159,Petrol
691,Beat LS,Chevrolet,2019,1875487,137261,Diesel
692,Tiago Revotorq,Tata,2003,757607,104699,LPG
693,Micra XL,Nissan,2002,304665,962,LPG
694,Scorpio S10,Mahindra,2009,511332,74095,Diesel
695,Suzuki Baleno,Maruti,2014,1062348,90284,LPG
696,3 Series 320d,BMW,2020,1955730,135382,Diesel
697,Kicks XL,Nissan,2015,687483,89328,Petrol
698,Ikon 1.3,Ford,2006,215691,140048,Petrol
699,Indica V2,Tata,2004,836675,140663,CNG
700,Corolla Altis,Toyota,2005,770980,56351,LPG
701,Lodgy 85 PS,Renault,2014,654497,88753,Petrol
702,Duster 110 PS,Renault,2020,1140085,133385,LPG
703,Suzuki Wagon R,Maruti,2003,195565,39194,Petrol
704,Harrier XZ,Tata,2010,1097961,40251,CNG
705,Safari Dicor,Tata,2023,341907,13233,Diesel
706,Q7 3.0 TDI,Audi,2019,508379,35039,Petrol
707,Ameo 1.5,Volkswagen,2018,2018175,89307,Petrol
708,Nexon XZ,Tata,2000,557103,21731,Petrol
709,Jazz V,Honda,2013,1196483,116969,CNG
710,Yaris J,Toyota,2000,100552,73587,Petrol
711,3 Series 320d,BMW,2005,292943,116339,CNG
712,Kwid RXT,Renault,2004,761996,92789,Petrol
714,3 Series 320d,BMW,2021,2185641,148211,LPG
715,Corolla Altis,Toyota,2011,1448563,54061,LPG
716,Nexon XZ,Tata,2011,1097920,40832,Diesel
717,X5 xDrive,BMW,2010,784955,32073,Petrol
718,Ameo 1.5,Volkswagen,2001,416442,14010,CNG
719,Suzuki Alto 800,Maruti,2011,830688,39118,Diesel
720,Corolla Altis,Toyota,2010,1329873,104817,Diesel
721,Nexon XZ,Tata,2007,703400,79277,CNG
722,Suzuki Vitara Brezza,Maruti,2017,992557,122032,Petrol
723,Etios Liva,Toyota,2022,195859,46382,LPG
724,Etios Liva,Toyota,2021,658054,8751,Petrol
725,Cruze VCDi,Chevrolet,2007,761742,96684,CNG
726,Polo Highline,Volkswagen,2006,1052758,26306,Petrol
727,Etios Liva,Toyota,2020,1420776,138709,CNG
728,Yeti Plus,Skoda,2018,591364,82387,Petrol
729,Ikon 1.3,Ford,2002,221504,32925,LPG
730,Suzuki Baleno,Maruti,2000,31327,114085,CNG
731,City VX,Honda,2005,1056325,71569,CNG
732,Q3 2.0 TDI,Audi,2000,401775,108065,LPG
733,Q7 3.0 TDI,Audi,2009,573437,86348,CNG
734,Yeti Plus,Skoda,2006,504864,70815,CNG
735,C Class C220,Mercedes,2015,924733,46048,Petrol
736,A6 2.0 TDI,Audi,2011,929568,104909,Petrol
737,Beat LS,Chevrolet,2015,333018,106653,CNG
738,Superb L&K,Skoda,2018,1262072,6314,LPG
739,Fiesta EXI,Ford,2016,1744537,71579,CNG
741,Ikon 1.3,Ford,2004,797599,62565,Diesel
742,CR-V 2.4,Honda,2000,297087,139189,LPG
743,Micra XL,Nissan,2018,1339248,85494,CNG
744,Scorpio S10,Mahindra,2019,1458407,37470,Petrol
745,Ameo 1.5,Volkswagen,2013,1001464,144746,Diesel
746,Octavia Classic,Skoda,2008,254304,112566,Diesel
747,Duster 110 PS,Renault,2015,114401,2458,CNG
748,Terrano XL,Nissan,2011,1347777,101889,LPG
749,XUV500 W8,Mahindra,2014,1491379,143921,CNG
750,Jazz V,Honda,2023,431233,26779,CNG
752,Duster 110 PS,Renault,2010,1080001,24725,LPG
753,Micra XL,Nissan,2006,564776,79868,Petrol
754,GLA Class 200,Mercedes,2018,1683013,50979,CNG
755,Corolla Altis,Toyota,2015,211084,144103,CNG
756,KUV100,Mahindra,2020,1795330,138004,Petrol
757,City VX,Honda,2007,488536,135701,LPG
758,Safari Dicor,Tata,2012,475132,98263,Diesel
759,Nexon XZ,Tata,2010,1214705,70633,LPG
760,Bolero Power,Mahindra,2008,1021940,123243,CNG
761,Suzuki Alto 800,Maruti,2023,786238,38935,Diesel
762,A4 2.0 TDI,Audi,2003,890473,52713,LPG
763,Figo Aspire,Ford,2018,1465177,62769,Petrol
764,City VX,Honda,2007,534356,17365,LPG
765,A6 2.0 TDI,Audi,2003,445316,16087,LPG
766,Nexon XZ,Tata,2001,179784,47389,Petrol
767,EcoSport Titanium,Ford,2000,196809,38031,CNG
768,A6 2.0 TDI,Audi,2009,1083377,25540,Petrol
769,Ameo 1.5,Volkswagen,2012,98887,140188,LPG
770,Cruze VCDi,Chevrolet,2012,772939,116726,LPG
771,Suzuki Alto 800,Maruti,2004,183263,70031,CNG
772,Polo Highline,Volkswagen,2013,564276,73714,Diesel
773,Fabia 1.2L,Skoda,2013,1323991,112063,Diesel
774,Suzuki Wagon R,Maruti,2005,962872,27337,CNG
775,Beat LS,Chevrolet,2023,715140,95881,LPG
776,Etios Liva,Toyota,2000,443689,101290,LPG
777,City VX,Honda,2007,511702,6394,CNG
778,Sail 1.2,Chevrolet,2002,158842,60757,CNG
779,Ikon 1.3,Ford,2009,795269,55964,CNG
780,Captur RXL,Renault,2003,784725,58363,Diesel
781,Duster 110 PS,Renault,2015,1696421,37680,Petrol
782,Santro Xing,Hyundai,2019,397914,88902,Petrol
783,Etios Liva,Toyota,2011,1519334,13221,CNG
784,Kicks XL,Nissan,2005,656355,75630,LPG
785,Cruze VCDi,Chevrolet,2018,1270495,115712,LPG
786,S Class S350,Mercedes,2016,449416,26768,CNG
787,Figo Aspire,Ford,2020,1977092,100584,Petrol
788,A3 35 TFSI,Audi,2022,1990786,79888,Petrol
789,3 Series 320d,BMW,2015,1364169,72256,CNG
790,Duster 110 PS,Renault,2009,797883,124037,Diesel
791,Amaze SX,Honda,2000,273014,125581,Petrol
792,Rapid 1.6,Skoda,2002,260387,45469,Diesel
793,City VX,Honda,2007,376377,136333,LPG
794,EcoSport Titanium,Ford,2004,586588,121231,Diesel
795,3 Series 320d,BMW,2007,942597,91143,LPG
796,Captur RXL,Renault,2021,386595,52839,Petrol
797,Sail 1.2,Chevrolet,2013,1378192,34422,Diesel
798,Vento 1.5,Volkswagen,2010,134380,21969,LPG
799,Yaris J,Toyota,2019,1955430,5451,Diesel
800,Q7 3.0 TDI,Audi,2005,93229,138536,LPG
801,Figo Aspire,Ford,2017,817595,129050,Diesel
802,Indica V2,Tata,2010,1315120,88752,Petrol
803,Q3 2.0 TDI,Audi,2012,1031854,127395,CNG
804,Sunny XV,Nissan,2023,820139,108583,Diesel
805,Superb L&K,Skoda,2003,661743,139217,LPG
806,Sunny XV,Nissan,2001,640394,7320,Petrol
807,EcoSport Titanium,Ford,2015,704521,21165,Diesel
808,Kwid RXT,Renault,2004,143730,62046,Petrol
809,Indica V2,Tata,2022,2093500,134396,CNG
810,Lodgy 85 PS,Renault,2013,991957,145130,CNG
811,Safari Dicor,Tata,2017,1619199,112013,Diesel
812,Q3 2.0 TDI,Audi,2001,384495,24051,Diesel
813,Kicks XL,Nissan,2003,795906,30272,CNG
815,Spark 1.0,Chevrolet,2014,1146431,73141,LPG
816,Sail 1.2,Chevrolet,2002,393793,90743,CNG
817,Ikon 1.3,Ford,2013,540967,34023,CNG
818,Fortuner 3.0,Toyota,2014,510645,100219,CNG
819,S Class S350,Mercedes,2014,440890,26877,Diesel
820,Suzuki Baleno,Maruti,2003,954023,25652,LPG
821,Indica V2,Tata,2003,827519,3463,Petrol
822,E Class E220,Mercedes,2021,1474785,116612,CNG
823,X5 xDrive,BMW,2012,892879,105449,CNG
824,Beat LS,Chevrolet,2005,1021417,38145,LPG
826,Spark 1.0,Chevrolet,2010,1086000,36104,Petrol
827,A3 35 TFSI,Audi,2005,559399,107557,LPG
828,Sunny XV,Nissan,2002,474321,102340,CNG
829,Sail 1.2,Chevrolet,2005,267244,36627,CNG
830,3 Series 320d,BMW,2021,984088,82749,Petrol
831,Ikon 1.3,Ford,2012,1048530,56614,Diesel
832,Vento 1.5,Volkswagen,2014,1247503,84444,LPG
833,Etios Liva,Toyota,2009,194437,146660,LPG
834,Harrier XZ,Tata,2010,84755,72256,Petrol
835,KUV100,Mahindra,2011,207916,117956,LPG
836,Ikon 1.3,Ford,2008,853659,37400,CNG
837,Safari Dicor,Tata,2004,935089,19534,CNG
839,E Class E220,Mercedes,2008,668315,39710,LPG
840,Suzuki Alto 800,Maruti,2015,1185804,141300,CNG
841,Superb L&K,Skoda,2013,368267,82972,LPG
842,i20 Asta,Hyundai,2013,279756,99689,CNG
843,XUV500 W8,Mahindra,2022,560371,14316,CNG
844,Spark 1.0,Chevrolet,2013,666890,4489,Petrol
845,Creta 1.6,Hyundai,2018,729714,48732,Petrol
846,Amaze SX,Honda,2013,266151,141108,CNG
847,A6 2.0 TDI,Audi,2003,483234,131896,Petrol
848,Captur RXL,Renault,2019,1751060,71383,Diesel
849,Grand i10,Hyundai,2023,2013093,77705,Petrol
850,Superb L&K,Skoda,2016,1327233,124271,Petrol
851,Octavia Classic,Skoda,2007,111469,35244,Diesel
852,Superb L&K,Skoda,2018,1159397,99047,Diesel
853,Tiago Revotorq,Tata,2015,1707270,8899,Petrol
854,X1 sDrive,BMW,2004,926823,118338,LPG
855,EcoSport Titanium,Ford,2011,1110434,39056,Petrol
856,Tiago Revotorq,Tata,2015,347538,75400,Petrol
857,Creta 1.6,Hyundai,2012,1357320,79207,Diesel
858,Ameo 1.5,Volkswagen,2021,1782691,108653,Diesel
859,X5 xDrive,BMW,2018,1983124,115688,LPG
860,KUV100,Mahindra,2017,362422,34247,LPG
861,Suzuki Swift,Maruti,2013,502719,88503,CNG
862,Spark 1.0,Chevrolet,2000,483363,120074,Petrol
863,Scorpio S10,Mahindra,2014,1253055,124549,Diesel
864,Suzuki Vitara Brezza,Maruti,2016,424169,89302,Diesel
865,Scorpio S10,Mahindra,2008,109272,127605,CNG
866,Suzuki Baleno,Maruti,2001,802005,125834,CNG
867,Figo Aspire,Ford,2013,1509382,27566,Diesel
868,Yaris J,Toyota,2022,1878576,35872,CNG
869,Indica V2,Tata,2011,1348027,10048,LPG
870,Innova 2.5 V,Toyota,2003,235999,5123,LPG
871,Sail 1.2,Chevrolet,2000,732696,65062,Petrol
872,Suzuki Swift,Maruti,2023,2368602,37671,Petrol
873,Jeep CL550,Mahindra,2021,1823403,98248,Diesel
874,CR-V 2.4,Honda,2016,1107132,27921,Petrol
875,Spark 1.0,Chevrolet,2018,682524,68817,LPG
876,EcoSport Titanium,Ford,2022,930880,124657,Petrol
877,A6 2.0 TDI,Audi,2004,274862,102386,Petrol
878,Duster 110 PS,Renault,2005,1068776,72656,Petrol
879,Jetta 2.0,Volkswagen,2005,103720,10103,Diesel
880,Vento 1.5,Volkswagen,2004,102864,37728,LPG
881,Duster 110 PS,Renault,2019,1575372,129671,CNG
883,Polo Highline,Volkswagen,2008,529473,6491,CNG
884,Innova 2.5 V,Toyota,2020,187015,20449,Petrol
885,Yaris J,Toyota,2002,777714,32474,Diesel
886,Vento 1.5,Volkswagen,2010,1193088,149651,Petrol
887,Suzuki Alto 800,Maruti,2018,674378,113365,Petrol
888,Etios Liva,Toyota,2007,1255543,89638,LPG
889,Micra XL,Nissan,2009,1160991,3163,Diesel
890,Q7 3.0 TDI,Audi,2016,1633771,107512,CNG
891,X1 sDrive,BMW,2003,691045,35693,CNG
892,Sunny XV,Nissan,2011,490082,31454,CNG
893,E Class E220,Mercedes,2016,1052282,50388,Diesel
894,Cruze VCDi,Chevrolet,2009,854095,109116,CNG
895,Jetta 2.0,Volkswagen,2003,671795,134065,Petrol
896,Innova 2.5 V,Toyota,2005,583510,35946,Petrol
899,Micra XL,Nissan,2018,1007704,52070,Diesel
900,Fabia 1.2L,Skoda,2012,1146417,84460,Petrol
902,Kicks XL,Nissan,2009,531570,94729,Diesel
903,A6 2.0 TDI,Audi,2008,607174,95208,CNG
904,S Class S350,Mercedes,2022,1557584,67875,Diesel
905,Safari Dicor,Tata,2010,1036632,142666,CNG
907,Scorpio S10,Mahindra,2003,652655,132819,CNG
908,Creta 1.6,Hyundai,2003,139231,127039,CNG
909,Jetta 2.0,Volkswagen,2010,74372,16867,Diesel
910,Fabia 1.2L,Skoda,2013,74051,13856,Petrol
911,Bolero Power,Mahindra,2011,1438215,126259,CNG
912,Cruze VCDi,Chevrolet,2020,1399832,63887,Petrol
913,Suzuki Alto 800,Maruti,2015,1104729,62956,LPG
914,Harrier XZ,Tata,2009,627185,75887,CNG
915,Elantra,Hyundai,2017,1702094,70309,Diesel
916,Cruze VCDi,Chevrolet,2004,842163,25363,Petrol
917,Figo Aspire,Ford,2003,637523,87107,Petrol
918,Ikon 1.3,Ford,2009,66312,1953,Diesel
919,Captur RXL,Renault,2002,787445,3551,Diesel
920,Jetta 2.0,Volkswagen,2010,376403,142666,LPG
921,Jazz V,Honda,2017,1012807,15442,Diesel
922,i20 Asta,Hyundai,2004,682458,11058,CNG
923,Safari Dicor,Tata,2014,227744,101009,Petrol
924,Jetta 2.0,Volkswagen,2013,318154,39491,Diesel
925,Jeep CL550,Mahindra,2004,902131,58124,CNG
926,KUV100,Mahindra,2013,1389058,82304,LPG
927,Duster 110 PS,Renault,2003,447034,136154,Petrol
928,Suzuki Wagon R,Maruti,2021,1761091,6864,LPG
929,EcoSport Titanium,Ford,2022,1447612,136070,LPG
930,Q3 2.0 TDI,Audi,2006,223801,29696,LPG
931,Yeti Plus,Skoda,2006,524009,23534,LPG
932,3 Series 320d,BMW,2015,631758,124359,LPG
933,Suzuki Baleno,Maruti,2000,104954,145703,CNG
934,Creta 1.6,Hyundai,2018,1568144,20397,LPG
935,Superb L&K,Skoda,2007,185759,138020,Diesel
936,Q3 2.0 TDI,Audi,2001,720374,15871,CNG
937,Corolla Altis,Toyota,2015,557534,81517,LPG
938,Suzuki Wagon R,Maruti,2010,1298851,81671,CNG
939,KUV100,Mahindra,2011,270414,4312,Diesel
940,Q3 2.0 TDI,Audi,2013,1502832,79637,LPG
941,Polo Highline,Volkswagen,2012,1451050,116429,CNG
942,Cruze VCDi,Chevrolet,2014,367113,55823,LPG
943,EcoSport Titanium,Ford,2007,997564,54276,CNG
944,Corolla Altis,Toyota,2020,1937415,84862,Diesel
945,Suzuki Baleno,Maruti,2013,1004867,96949,LPG
946,Polo Highline,Volkswagen,2014,875210,96405,Petrol
947,Scorpio S10,Mahindra,2012,1310811,130252,LPG
948,City VX,Honda,2021,1651961,17304,CNG
949,Vento 1.5,Volkswagen,2005,317835,84921,LPG
950,Civic 1.8V,Honda,2004,305582,94593,Diesel
951,Rapid 1.6,Skoda,2002,689332,67127,LPG
952,Cruze VCDi,Chevrolet,2003,753314,5002,LPG
953,Jazz V,Honda,2010,1010264,72806,CNG
954,Santro Xing,Hyundai,2022,1618127,12839,Petrol
955,Jazz V,Honda,2020,1504647,72247,Petrol
956,Fabia 1.2L,Skoda,2008,583048,129098,Diesel
958,Octavia Classic,Skoda,2005,218115,59827,Diesel
959,Tiago Revotorq,Tata,2012,1579817,101309,LPG
960,X1 sDrive,BMW,2007,236540,85215,LPG
961,Nexon XZ,Tata,2022,1683316,34608,Petrol
962,Civic 1.8V,Honda,2013,304810,50934,Petrol
963,Kicks XL,Nissan,2018,1445637,60922,CNG
964,5 Series 520d,BMW,2014,115502,106760,Petrol
965,C Class C220,Mercedes,2001,291676,55222,Petrol
966,E Class E220,Mercedes,2008,174226,127863,Diesel
967,Captur RXL,Renault,2007,297150,42236,Petrol
968,Octavia Classic,Skoda,2017,943349,111253,CNG
969,Kicks XL,Nissan,2001,140494,64573,LPG
970,C Class C220,Mercedes,2012,1492567,126891,LPG
971,Jazz V,Honda,2018,1157739,86069,LPG
972,Q7 3.0 TDI,Audi,2002,116072,2693,LPG
973,Jazz V,Honda,2011,116216,21457,CNG
974,Sail 1.2,Chevrolet,2016,99133,19834,Petrol
975,Beat LS,Chevrolet,2010,473888,124857,Petrol
976,Fortuner 3.0,Toyota,2021,2046164,51406,CNG
977,A3 35 TFSI,Audi,2022,1759401,53669,Diesel
978,Jetta 2.0,Volkswagen,2023,1430024,110401,LPG
979,GLA Class 200,Mercedes,2000,541941,36151,CNG
980,Fortuner 3.0,Toyota,2011,1350157,14137,CNG
981,Yaris J,Toyota,2004,1038311,29358,Diesel
982,X1 sDrive,BMW,2004,281116,47111,CNG
983,Suzuki Swift,Maruti,2020,427740,52883,LPG
984,Yeti Plus,Skoda,2014,705570,137768,CNG
985,Vento 1.5,Volkswagen,2013,627768,31421,Petrol
986,Endeavour 3.2,Ford,2005,548820,69357,LPG
987,Thar CRDe,Mahindra,2000,343230,148159,Petrol
988,Kicks XL,Nissan,2023,2082800,9490,Diesel
989,Suzuki Baleno,Maruti,2017,641633,86937,LPG
990,City VX,Honda,2010,499232,94685,Diesel
991,Nano GenX,Tata,2011,70537,34641,LPG
992,i20 Asta,Hyundai,2019,2016486,13972,Petrol
993,CR-V 2.4,Honda,2004,275044,11227,LPG
994,Polo Highline,Volkswagen,2006,785900,87724,Petrol
995,Santro Xing,Hyundai,2005,834624,28650,LPG
996,Superb L&K,Skoda,2008,713093,86244,Diesel
997,Civic 1.8V,Honda,2001,807466,82336,Petrol
998,Harrier XZ,Tata,2011,1057572,132280,Diesel
999,A6 2.0 TDI,Audi,2004,633902,133515,Petrol
1000,Micra XL,Nissan,2000,270843,74346,CNG
1001,Cruze VCDi,Chevrolet,2020,2177105,98987,Diesel
1003,Figo Aspire,Ford,2017,588818,120893,Petrol
